"No.","Time","Source","Destination","Protocol","Length","Info"
"1900","8.006835821","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63916  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1901","8.007860780","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63920  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1902","8.007860920","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63921  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1903","8.008383325","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63919  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1904","8.009936699","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63923  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1905","8.009936829","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63925  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1906","8.009936879","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63924  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1907","8.009936919","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63922  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1908","8.009936969","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63927  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1909","8.010345823","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63926  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1910","8.010854448","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63931  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1911","8.010854558","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63929  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1912","8.011406533","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63930  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1913","8.011406633","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63928  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1914","8.013913017","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64860  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1915","8.013913267","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64862  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1916","8.014382061","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64861  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1917","8.014862055","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64865  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1918","8.015343830","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64863  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1919","8.015830575","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64866  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1920","8.015830675","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64868  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1921","8.015830715","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64864  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1922","8.015830755","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64869  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1923","8.016359270","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64867  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1924","8.016851464","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64872  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1925","8.017351219","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64870  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1926","8.017351349","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64871  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1927","8.017882614","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64875  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1928","8.017882734","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64874  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1929","8.018477840","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64873  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1930","8.019162226","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64878  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1931","8.019162346","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64877  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1932","8.019162396","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64876  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1933","8.020087985","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64879  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1934","8.020359457","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64881  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1935","8.020844272","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64880  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1936","8.020844402","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64882  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1937","8.020844452","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64885  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1938","8.021358746","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64883  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1939","8.021358846","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64884  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1940","8.021995402","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64887  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1941","8.022410256","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64888  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1942","8.022853351","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64892  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1943","8.022853481","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64886  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1944","8.022853521","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64889  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1945","8.022937702","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63934  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1946","8.023353886","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64890  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1947","8.023396116","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63933  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1948","8.023877571","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64893  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1949","8.023877691","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63938  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1950","8.023877741","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63932  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1951","8.023877791","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64891  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1952","8.023877841","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64894  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1953","8.024354065","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64895  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1954","8.024880911","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64898  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1955","8.024881031","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63937  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1956","8.024881071","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63941  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1957","8.024881121","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63936  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1958","8.024881161","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63940  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1959","8.025391156","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64896  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1960","8.025391276","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64897  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1961","8.025391326","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63935  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1962","8.025937021","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63942  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1963","8.025937151","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63943  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1964","8.025937201","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63939  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1965","8.025937251","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63945  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1966","8.025937291","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64901  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1967","8.026373305","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64899  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1968","8.026373425","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64900  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1969","8.026373465","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63944  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1970","8.026867130","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64905  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1971","8.026867250","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64903  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1972","8.026867290","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63947  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1973","8.026867340","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64904  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1974","8.027358074","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63946  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1975","8.027358184","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64902  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1976","8.027358224","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63948  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1977","8.027846289","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63950  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1978","8.027846389","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64906  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1979","8.028323763","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63951  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1980","8.028365814","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63949  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1981","8.028861118","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63952  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1982","8.028861208","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63954  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1983","8.028861258","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63955  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1984","8.028861308","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63953  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1985","8.030377122","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63956  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1986","8.030377222","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63958  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1987","8.030863837","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63960  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1988","8.030863917","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63957  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1989","8.031367482","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63959  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1990","8.031367562","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63961  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1991","8.031866016","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63962  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1992","8.031866096","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63964  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1993","8.032877476","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63963  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1994","8.044010829","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63965  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1995","8.044011259","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63966  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1996","8.044011299","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63967  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1997","8.045351852","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63970  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1998","8.045351952","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63969  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1999","8.045917527","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63968  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2000","8.045917617","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63972  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2001","8.045917667","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63973  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2002","8.045917717","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64907  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2003","8.045917767","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63971  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2004","8.045917807","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63974  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2005","8.046877256","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64909  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2006","8.046877366","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63975  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2007","8.046877406","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63977  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2008","8.046877456","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63976  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2009","8.047384481","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64908  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2010","8.047872145","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63979  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2011","8.047872225","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63981  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2012","8.047872275","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63978  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2013","8.047872315","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63980  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2014","8.047872365","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64910  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2015","8.048374930","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64912  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2016","8.048375010","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64911  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2017","8.048894065","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64914  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2018","8.048894155","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64915  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2019","8.048894195","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63983  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2020","8.048894245","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63984  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2021","8.049209928","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63982  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2022","8.049383040","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64913  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2023","8.049383120","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64916  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2024","8.049883894","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64917  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2025","8.049883994","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63987  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2026","8.049884044","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63986  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2027","8.049884084","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64918  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2028","8.050397969","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64919  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2029","8.050398079","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63985  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2030","8.050897434","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64921  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2031","8.050897514","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63990  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2032","8.050897564","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63989  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2033","8.051398898","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64920  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2034","8.051398978","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64922  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2035","8.051399028","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63988  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2036","8.051891273","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64923  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2037","8.051891353","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64926  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2038","8.051891393","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64924  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2039","8.051891443","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63992  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2040","8.051891493","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63991  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2041","8.051891543","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64925  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2042","8.052379427","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63993  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2043","8.052883422","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64928  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2044","8.052883472","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64929  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2045","8.052883522","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 64930  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2046","8.052883572","192.168.0.164","192.168.0.132","TCP","66","[TCP Retransmission] 63997  >  http(80) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
