"No.","Time","Source","Destination","Protocol","Length","Info"
"1416","24.631947","192.168.66.22","216.9.81.189","TCP","60","50421  >  http(80) [ACK] Seq=383 Ack=57415 Win=65616 Len=0"
"1417","24.725824","192.168.66.22","216.9.81.189","TCP","60","50430  >  http(80) [ACK] Seq=395 Ack=17772 Win=65616 Len=0"
"1418","24.745722","192.168.66.22","216.9.81.189","TCP","60","50431  >  http(80) [ACK] Seq=406 Ack=10937 Win=65616 Len=0"
"1419","24.784867","216.9.81.189","192.168.66.22","TCP","54","http(80)  >  50423 [ACK] Seq=20750 Ack=396 Win=6912 Len=0"
"1420","24.784907","216.9.81.189","192.168.66.22","TCP","66","http(80)  >  50438 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1367 SACK_PERM WS=4"
"1421","24.785198","192.168.66.22","216.9.81.189","TCP","60","50438  >  http(80) [ACK] Seq=1 Ack=1 Win=65616 Len=0"
"1422","24.785712","192.168.66.22","216.9.81.189","HTTP","454","GET /wp-content/uploads/banner_cholesteatoma.jpg HTTP/1.1 "
"1423","24.803663","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50431 [PSH, ACK] Seq=10937 Ack=406 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1424","24.803731","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50431 [ACK] Seq=12304 Ack=406 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1425","24.804452","192.168.66.22","216.9.81.189","TCP","60","50431  >  http(80) [ACK] Seq=406 Ack=13671 Win=65616 Len=0"
"1426","24.804851","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50430 [ACK] Seq=17772 Ack=395 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1427","24.809557","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50430 [ACK] Seq=19139 Ack=395 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1428","24.810249","192.168.66.22","216.9.81.189","TCP","60","50430  >  http(80) [ACK] Seq=395 Ack=20506 Win=65616 Len=0"
"1429","24.810322","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50430 [ACK] Seq=20506 Ack=395 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1430","24.811098","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50430 [ACK] Seq=21873 Ack=395 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1431","24.811771","192.168.66.22","216.9.81.189","TCP","60","50430  >  http(80) [ACK] Seq=395 Ack=23240 Win=65616 Len=0"
"1432","24.812618","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50430 [ACK] Seq=23240 Ack=395 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1433","24.814118","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50421 [ACK] Seq=57415 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1434","24.814884","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50421 [ACK] Seq=58782 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1435","24.815576","192.168.66.22","216.9.81.189","TCP","60","50421  >  http(80) [ACK] Seq=383 Ack=60149 Win=65616 Len=0"
"1436","24.833753","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50421 [ACK] Seq=60149 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1437","24.838153","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50421 [ACK] Seq=61516 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1438","24.838841","192.168.66.22","216.9.81.189","TCP","60","50421  >  http(80) [ACK] Seq=383 Ack=62883 Win=65616 Len=0"
"1439","24.841394","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50421 [ACK] Seq=62883 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1440","24.864664","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50421 [ACK] Seq=64250 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1441","24.865359","192.168.66.22","216.9.81.189","TCP","60","50421  >  http(80) [ACK] Seq=383 Ack=65617 Win=65616 Len=0"
"1442","24.873421","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50436 [ACK] Seq=2735 Ack=400 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1443","24.875416","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50436 [ACK] Seq=4102 Ack=400 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1444","24.876110","192.168.66.22","216.9.81.189","TCP","60","50436  >  http(80) [ACK] Seq=400 Ack=5469 Win=65616 Len=0"
"1445","24.877633","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50436 [ACK] Seq=5469 Ack=400 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1446","24.879227","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50421 [ACK] Seq=65617 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1447","24.882040","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50430 [ACK] Seq=24607 Ack=395 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1448","24.882718","192.168.66.22","216.9.81.189","TCP","60","50430  >  http(80) [ACK] Seq=395 Ack=25974 Win=65616 Len=0"
"1449","24.882823","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50430 [ACK] Seq=25974 Ack=395 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1450","24.885482","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50430 [ACK] Seq=27341 Ack=395 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1451","24.886161","192.168.66.22","216.9.81.189","TCP","60","50430  >  http(80) [ACK] Seq=395 Ack=28708 Win=65616 Len=0"
"1452","24.887006","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50437 [ACK] Seq=1 Ack=405 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1453","24.890389","216.9.81.189","192.168.66.22","TCP","1421","[TCP Previous segment not captured] http(80)  >  50421 [ACK] Seq=69718 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1454","24.891082","192.168.66.22","216.9.81.189","TCP","66","50421  >  http(80) [ACK] Seq=383 Ack=66984 Win=65616 Len=0 SLE=69718 SRE=71085"
"1455","24.891170","216.9.81.189","192.168.66.22","TCP","1421","[TCP Previous segment not captured] http(80)  >  50421 [ACK] Seq=72452 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1456","24.891852","192.168.66.22","216.9.81.189","TCP","74","[TCP Dup ACK 1454#1] 50421  >  http(80) [ACK] Seq=383 Ack=66984 Win=65616 Len=0 SLE=72452 SRE=73819 SLE=69718 SRE=71085"
"1457","24.894378","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50431 [ACK] Seq=13671 Ack=406 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1458","24.915627","216.9.81.189","192.168.66.22","TCP","1421","[TCP Previous segment not captured] http(80)  >  50431 [PSH, ACK] Seq=16405 Ack=406 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1459","24.916315","192.168.66.22","216.9.81.189","TCP","66","50431  >  http(80) [ACK] Seq=406 Ack=15038 Win=65616 Len=0 SLE=16405 SRE=17772"
"1460","24.917524","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50421 [ACK] Seq=73819 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1461","24.918204","192.168.66.22","216.9.81.189","TCP","74","[TCP Dup ACK 1454#2] 50421  >  http(80) [ACK] Seq=383 Ack=66984 Win=65616 Len=0 SLE=72452 SRE=75186 SLE=69718 SRE=71085"
"1462","24.938925","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50421 [ACK] Seq=75186 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1463","24.939613","192.168.66.22","216.9.81.189","TCP","74","[TCP Dup ACK 1454#3] 50421  >  http(80) [ACK] Seq=383 Ack=66984 Win=65616 Len=0 SLE=72452 SRE=76553 SLE=69718 SRE=71085"
"1464","25.072633","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50421 [ACK] Seq=76553 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1465","25.072708","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50421 [ACK] Seq=77920 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1466","25.073337","192.168.66.22","216.9.81.189","TCP","74","[TCP Dup ACK 1454#4] 50421  >  http(80) [ACK] Seq=383 Ack=66984 Win=65616 Len=0 SLE=72452 SRE=77920 SLE=69718 SRE=71085"
"1467","25.073339","192.168.66.22","216.9.81.189","TCP","60","50436  >  http(80) [ACK] Seq=400 Ack=6836 Win=65616 Len=0"
"1468","25.073340","192.168.66.22","216.9.81.189","TCP","74","[TCP Dup ACK 1454#5] 50421  >  http(80) [ACK] Seq=383 Ack=66984 Win=65616 Len=0 SLE=72452 SRE=79287 SLE=69718 SRE=71085"
"1469","25.074343","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50421 [ACK] Seq=79287 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1470","25.075026","192.168.66.22","216.9.81.189","TCP","74","[TCP Dup ACK 1454#6] 50421  >  http(80) [ACK] Seq=383 Ack=66984 Win=65616 Len=0 SLE=72452 SRE=80654 SLE=69718 SRE=71085"
"1471","25.082726","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50421 [ACK] Seq=80654 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1472","25.083065","192.168.66.22","216.9.81.189","TCP","60","50437  >  http(80) [ACK] Seq=405 Ack=1368 Win=65616 Len=0"
"1473","25.083425","192.168.66.22","216.9.81.189","TCP","74","[TCP Dup ACK 1454#7] 50421  >  http(80) [ACK] Seq=383 Ack=66984 Win=65616 Len=0 SLE=72452 SRE=82021 SLE=69718 SRE=71085"
"1474","25.083471","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50430 [PSH, ACK] Seq=28708 Ack=395 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1475","25.088919","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50430 [ACK] Seq=30075 Ack=395 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1476","25.089610","192.168.66.22","216.9.81.189","TCP","60","50430  >  http(80) [ACK] Seq=395 Ack=31442 Win=65616 Len=0"
"1477","25.110232","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50431 [ACK] Seq=17772 Ack=406 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1478","25.110300","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50431 [ACK] Seq=19139 Ack=406 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1479","25.110919","192.168.66.22","216.9.81.189","TCP","66","[TCP Dup ACK 1459#1] 50431  >  http(80) [ACK] Seq=406 Ack=15038 Win=65616 Len=0 SLE=16405 SRE=19139"
"1480","25.110921","192.168.66.22","216.9.81.189","TCP","66","[TCP Dup ACK 1459#2] 50431  >  http(80) [ACK] Seq=406 Ack=15038 Win=65616 Len=0 SLE=16405 SRE=20506"
"1481","25.110975","216.9.81.189","192.168.66.22","TCP","54","http(80)  >  50438 [ACK] Seq=1 Ack=401 Win=6912 Len=0"
"1482","25.112505","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50438 [ACK] Seq=1 Ack=401 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1483","25.113284","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50438 [ACK] Seq=1368 Ack=401 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1484","25.113950","192.168.66.22","216.9.81.189","TCP","60","50438  >  http(80) [ACK] Seq=401 Ack=2735 Win=65616 Len=0"
"1485","25.114052","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50431 [ACK] Seq=20506 Ack=406 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1486","25.114714","192.168.66.22","216.9.81.189","TCP","66","[TCP Dup ACK 1459#3] 50431  >  http(80) [ACK] Seq=406 Ack=15038 Win=65616 Len=0 SLE=16405 SRE=21873"
"1487","25.115838","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50431 [ACK] Seq=21873 Ack=406 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1488","25.115907","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50431 [ACK] Seq=23240 Ack=406 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1489","25.116524","192.168.66.22","216.9.81.189","TCP","66","[TCP Dup ACK 1459#4] 50431  >  http(80) [ACK] Seq=406 Ack=15038 Win=65616 Len=0 SLE=16405 SRE=23240"
"1490","25.116526","192.168.66.22","216.9.81.189","TCP","66","[TCP Dup ACK 1459#5] 50431  >  http(80) [ACK] Seq=406 Ack=15038 Win=65616 Len=0 SLE=16405 SRE=24607"
"1491","25.117412","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50430 [ACK] Seq=31442 Ack=395 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1492","25.118937","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50430 [ACK] Seq=32809 Ack=395 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1493","25.119632","192.168.66.22","216.9.81.189","TCP","60","50430  >  http(80) [ACK] Seq=395 Ack=34176 Win=65616 Len=0"
"1494","25.119723","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50430 [ACK] Seq=34176 Ack=395 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1495","25.121240","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50430 [ACK] Seq=35543 Ack=395 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1496","25.121935","192.168.66.22","216.9.81.189","TCP","60","50430  >  http(80) [ACK] Seq=395 Ack=36910 Win=65616 Len=0"
"1497","25.122026","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50430 [ACK] Seq=36910 Ack=395 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1498","25.133917","216.9.81.189","192.168.66.22","HTTP","1282","HTTP/1.1 200 OK  (JPEG JFIF image)"
"1499","25.134590","192.168.66.22","216.9.81.189","TCP","60","50430  >  http(80) [ACK] Seq=395 Ack=39506 Win=65616 Len=0"
"1500","25.134592","192.168.66.22","216.9.81.189","TCP","60","50430  >  http(80) [FIN, ACK] Seq=395 Ack=39506 Win=65616 Len=0"
"1501","25.135329","192.168.66.22","216.9.81.189","TCP","66","50439  >  http(80) [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM"
"1502","25.135444","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50421 [ACK] Seq=82021 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1503","25.136134","192.168.66.22","216.9.81.189","TCP","74","[TCP Dup ACK 1454#8] 50421  >  http(80) [ACK] Seq=383 Ack=66984 Win=65616 Len=0 SLE=72452 SRE=83388 SLE=69718 SRE=71085"
"1504","25.137460","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50421 [ACK] Seq=83388 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1505","25.138144","192.168.66.22","216.9.81.189","TCP","74","[TCP Dup ACK 1454#9] 50421  >  http(80) [ACK] Seq=383 Ack=66984 Win=65616 Len=0 SLE=72452 SRE=84755 SLE=69718 SRE=71085"
"1506","25.138246","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50421 [ACK] Seq=84755 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1507","25.138931","192.168.66.22","216.9.81.189","TCP","74","[TCP Dup ACK 1454#10] 50421  >  http(80) [ACK] Seq=383 Ack=66984 Win=65616 Len=0 SLE=72452 SRE=86122 SLE=69718 SRE=71085"
"1508","25.160625","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50421 [ACK] Seq=86122 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1509","25.161312","192.168.66.22","216.9.81.189","TCP","74","[TCP Dup ACK 1454#11] 50421  >  http(80) [ACK] Seq=383 Ack=66984 Win=65616 Len=0 SLE=72452 SRE=87489 SLE=69718 SRE=71085"
"1510","25.165164","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50421 [ACK] Seq=87489 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1511","25.165852","192.168.66.22","216.9.81.189","TCP","74","[TCP Dup ACK 1454#12] 50421  >  http(80) [ACK] Seq=383 Ack=66984 Win=65616 Len=0 SLE=72452 SRE=88856 SLE=69718 SRE=71085"
"1512","25.168189","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50421 [ACK] Seq=88856 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1513","25.168877","192.168.66.22","216.9.81.189","TCP","74","[TCP Dup ACK 1454#13] 50421  >  http(80) [ACK] Seq=383 Ack=66984 Win=65616 Len=0 SLE=72452 SRE=90223 SLE=69718 SRE=71085"
"1514","25.169713","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50436 [ACK] Seq=6836 Ack=400 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1515","25.170493","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50436 [ACK] Seq=8203 Ack=400 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1516","25.171187","192.168.66.22","216.9.81.189","TCP","60","50436  >  http(80) [ACK] Seq=400 Ack=9570 Win=65616 Len=0"
"1517","25.207898","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50436 [ACK] Seq=9570 Ack=400 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1518","25.219886","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50421 [ACK] Seq=90223 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1519","25.220578","192.168.66.22","216.9.81.189","TCP","74","[TCP Dup ACK 1454#14] 50421  >  http(80) [ACK] Seq=383 Ack=66984 Win=65616 Len=0 SLE=72452 SRE=91590 SLE=69718 SRE=71085"
"1520","25.242918","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50421 [ACK] Seq=91590 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1521","25.243601","192.168.66.22","216.9.81.189","TCP","74","[TCP Dup ACK 1454#15] 50421  >  http(80) [ACK] Seq=383 Ack=66984 Win=65616 Len=0 SLE=72452 SRE=92957 SLE=69718 SRE=71085"
"1522","25.243874","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50431 [ACK] Seq=24607 Ack=406 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1523","25.244557","192.168.66.22","216.9.81.189","TCP","66","[TCP Dup ACK 1459#6] 50431  >  http(80) [ACK] Seq=406 Ack=15038 Win=65616 Len=0 SLE=16405 SRE=25974"
"1524","25.258393","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50431 [ACK] Seq=25974 Ack=406 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1525","25.258453","216.9.81.189","192.168.66.22","TCP","748","http(80)  >  50431 [FIN, PSH, ACK] Seq=27341 Ack=406 Win=6912 Len=694 [TCP segment of a reassembled PDU]"
"1526","25.259079","192.168.66.22","216.9.81.189","TCP","66","[TCP Dup ACK 1459#7] 50431  >  http(80) [ACK] Seq=406 Ack=15038 Win=65616 Len=0 SLE=16405 SRE=27341"
"1527","25.259081","192.168.66.22","216.9.81.189","TCP","66","[TCP Dup ACK 1459#8] 50431  >  http(80) [ACK] Seq=406 Ack=15038 Win=65616 Len=0 SLE=16405 SRE=28035"
"1528","25.394729","216.9.81.189","192.168.66.22","TCP","1421","[TCP Out-Of-Order] http(80)  >  50421 [PSH, ACK] Seq=66984 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1529","25.395438","192.168.66.22","216.9.81.189","TCP","74","50421  >  http(80) [ACK] Seq=383 Ack=68351 Win=65616 Len=0 SLE=72452 SRE=92957 SLE=69718 SRE=71085"
"1530","25.403346","192.168.66.22","216.9.81.189","TCP","60","50436  >  http(80) [ACK] Seq=400 Ack=10937 Win=65616 Len=0"
"1531","25.448144","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50436 [PSH, ACK] Seq=10937 Ack=400 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1532","25.448214","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50436 [ACK] Seq=12304 Ack=400 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1533","25.448943","192.168.66.22","216.9.81.189","TCP","60","50436  >  http(80) [ACK] Seq=400 Ack=13671 Win=65616 Len=0"
"1534","25.450149","216.9.81.189","192.168.66.22","TCP","1421","[TCP Out-Of-Order] http(80)  >  50421 [ACK] Seq=68351 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1535","25.450863","192.168.66.22","216.9.81.189","TCP","66","50421  >  http(80) [ACK] Seq=383 Ack=71085 Win=65616 Len=0 SLE=72452 SRE=92957"
"1536","25.450930","216.9.81.189","192.168.66.22","TCP","1421","[TCP Previous segment not captured] http(80)  >  50437 [ACK] Seq=2735 Ack=405 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1537","25.451613","192.168.66.22","216.9.81.189","TCP","66","[TCP Dup ACK 1472#1] 50437  >  http(80) [ACK] Seq=405 Ack=1368 Win=65616 Len=0 SLE=2735 SRE=4102"
"1538","25.452630","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50437 [ACK] Seq=4102 Ack=405 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1539","25.453320","192.168.66.22","216.9.81.189","TCP","66","[TCP Dup ACK 1472#2] 50437  >  http(80) [ACK] Seq=405 Ack=1368 Win=65616 Len=0 SLE=2735 SRE=5469"
"1540","25.453416","216.9.81.189","192.168.66.22","TCP","1421","[TCP Out-Of-Order] http(80)  >  50421 [ACK] Seq=71085 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1541","25.454137","192.168.66.22","216.9.81.189","TCP","60","50421  >  http(80) [ACK] Seq=383 Ack=92957 Win=65616 Len=0"
"1542","25.458144","216.9.81.189","192.168.66.22","TCP","1421","[TCP Out-Of-Order] http(80)  >  50431 [ACK] Seq=15038 Ack=406 Win=6912 Len=1367"
"1543","25.458858","192.168.66.22","216.9.81.189","TCP","60","50431  >  http(80) [ACK] Seq=406 Ack=28036 Win=65616 Len=0"
"1544","25.459216","192.168.66.22","216.9.81.189","TCP","60","50431  >  http(80) [FIN, ACK] Seq=406 Ack=28036 Win=65616 Len=0"
"1545","25.459720","192.168.66.22","216.9.81.189","TCP","66","50440  >  http(80) [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM"
"1546","25.460562","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50438 [ACK] Seq=2735 Ack=401 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1547","25.462086","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50438 [ACK] Seq=4102 Ack=401 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1548","25.462776","192.168.66.22","216.9.81.189","TCP","60","50438  >  http(80) [ACK] Seq=401 Ack=5469 Win=65616 Len=0"
"1549","25.481381","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50438 [ACK] Seq=5469 Ack=401 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1550","25.481436","216.9.81.189","192.168.66.22","TCP","54","http(80)  >  50430 [ACK] Seq=39506 Ack=396 Win=6912 Len=0"
"1551","25.486607","216.9.81.189","192.168.66.22","TCP","66","http(80)  >  50439 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1367 SACK_PERM WS=4"
"1552","25.486937","192.168.66.22","216.9.81.189","TCP","60","50439  >  http(80) [ACK] Seq=1 Ack=1 Win=65616 Len=0"
"1553","25.487402","192.168.66.22","216.9.81.189","HTTP","457","GET /wp-content/uploads/banner_chronic_ear_pain.jpg HTTP/1.1 "
"1554","25.487849","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50421 [ACK] Seq=92957 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1555","25.496875","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50421 [ACK] Seq=94324 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1556","25.496934","216.9.81.189","192.168.66.22","HTTP","393","HTTP/1.1 200 OK  (application/x-javascript)"
"1557","25.497568","192.168.66.22","216.9.81.189","TCP","60","50421  >  http(80) [ACK] Seq=383 Ack=95691 Win=65616 Len=0"
"1558","25.497570","192.168.66.22","216.9.81.189","TCP","60","50421  >  http(80) [ACK] Seq=383 Ack=96031 Win=65276 Len=0"
"1559","25.497571","192.168.66.22","216.9.81.189","TCP","60","50421  >  http(80) [FIN, ACK] Seq=383 Ack=96031 Win=65276 Len=0"
"1560","25.500205","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50436 [ACK] Seq=13671 Ack=400 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1561","25.500985","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50436 [ACK] Seq=15038 Ack=400 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1562","25.501677","192.168.66.22","216.9.81.189","TCP","60","50436  >  http(80) [ACK] Seq=400 Ack=16405 Win=65616 Len=0"
"1563","25.547379","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50436 [PSH, ACK] Seq=16405 Ack=400 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1564","25.573033","216.9.81.189","192.168.66.22","TCP","1421","[TCP Spurious Retransmission] http(80)  >  50421 [ACK] Seq=92957 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1565","25.573720","192.168.66.22","216.9.81.189","TCP","66","[TCP Dup ACK 1558#1] 50421  >  http(80) [ACK] Seq=384 Ack=96031 Win=65276 Len=0 SLE=92957 SRE=94324"
"1566","25.690859","192.168.66.22","216.9.81.189","TCP","60","50438  >  http(80) [ACK] Seq=401 Ack=6836 Win=65616 Len=0"
"1567","25.705376","216.9.81.189","192.168.66.22","TCP","1421","[TCP Spurious Retransmission] http(80)  >  50421 [ACK] Seq=94324 Ack=383 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1568","25.705448","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50436 [ACK] Seq=17772 Ack=400 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1569","25.706050","192.168.66.22","216.9.81.189","TCP","66","[TCP Dup ACK 1558#2] 50421  >  http(80) [ACK] Seq=384 Ack=96031 Win=65276 Len=0 SLE=94324 SRE=95691"
"1570","25.706052","192.168.66.22","216.9.81.189","TCP","60","50436  >  http(80) [ACK] Seq=400 Ack=19139 Win=65616 Len=0"
"1571","25.760415","216.9.81.189","192.168.66.22","TCP","1421","http(80)  >  50436 [ACK] Seq=19139 Ack=400 Win=6912 Len=1367 [TCP segment of a reassembled PDU]"
"1572","25.960867","192.168.66.22","216.9.81.189","TCP","60","50436  >  http(80) [ACK] Seq=400 Ack=20506 Win=65616 Len=0"
